,LocalTime,Hum,WindSpeed,WindDir,Temp
44295,2020/01/03 14:30:00,,1.35,130.0,23.98
44296,2020/01/03 14:40:00,,1.05,173.7,24.23
44297,2020/01/03 14:50:00,,0.25,164.8,24.700001
44298,2020/01/03 15:00:00,,0.35,359.1,23.75
44299,2020/01/03 15:10:00,,1.93,148.7,23.889999
44300,2020/01/03 15:20:00,,0.78,157.2,24.799999
44301,2020/01/03 15:30:00,,0.7,184.4,24.34
44302,2020/01/03 15:40:00,,1.68,207.1,23.549999
44303,2020/01/03 15:50:00,,0.9,159.5,23.799999
44304,2020/01/03 16:00:00,,1.46,187.6,23.0
44305,2020/01/03 16:10:00,,0.97,114.3,23.68
44306,2020/01/03 16:20:00,,0.5,288.5,23.67
44307,2020/01/03 16:30:00,,1.13,330.1,22.6
44308,2020/01/03 16:40:00,,1.03,134.8,22.57
44309,2020/01/03 16:50:00,,1.23,142.2,22.43
44310,2020/01/03 17:00:00,,0.96,115.2,22.57
44311,2020/01/03 17:10:00,,0.5,135.0,21.950001
44312,2020/01/03 17:20:00,,1.14,88.7,21.66
44313,2020/01/03 17:30:00,,1.65,100.6,21.32
44314,2020/01/03 17:40:00,,1.47,135.0,21.25
44315,2020/01/03 17:50:00,,1.6,66.3,21.0
44316,2020/01/03 18:00:00,,2.09,79.6,21.25
44317,2020/01/03 18:10:00,,2.38,94.2,20.629999
44318,2020/01/03 18:20:00,,1.49,105.0,20.77
44319,2020/01/03 18:30:00,,1.25,96.1,20.719999
44320,2020/01/03 18:40:00,,1.36,61.6,20.530001
44321,2020/01/03 18:50:00,,1.26,122.5,20.719999
44322,2020/01/03 19:00:00,,1.25,118.8,20.879999
44323,2020/01/03 19:10:00,,1.6,117.1,20.379999
44324,2020/01/03 19:20:00,,2.15,80.1,20.35
44325,2020/01/03 19:30:00,,1.6,71.3,20.209999
44326,2020/01/03 19:40:00,,0.75,93.5,20.110001
44327,2020/01/03 19:50:00,,1.42,59.3,20.059999
44328,2020/01/03 20:00:00,,0.97,94.3,20.120001
44329,2020/01/03 20:10:00,,0.87,64.6,19.99
44330,2020/01/03 20:20:00,,0.98,84.2,19.83
44331,2020/01/03 20:30:00,,0.82,70.8,19.77
44332,2020/01/03 20:40:00,,0.59,70.0,19.82
44333,2020/01/03 20:50:00,,0.28,118.8,20.41
44334,2020/01/03 21:00:00,,0.77,93.5,19.940001
44335,2020/01/03 21:10:00,,0.73,71.8,19.950001
44336,2020/01/03 21:20:00,,0.68,108.6,19.85
44337,2020/01/03 21:30:00,,0.8,115.2,20.139999
44338,2020/01/03 21:40:00,,0.72,131.2,20.67
44339,2020/01/03 21:50:00,,0.46,118.8,20.24
44340,2020/01/03 22:00:00,,0.93,113.1,20.57
44341,2020/01/03 22:10:00,,0.4,85.7,20.35
44342,2020/01/03 22:20:00,,0.49,70.8,19.969999
44343,2020/01/03 22:30:00,,0.53,118.0,19.969999
44344,2020/01/03 22:40:00,,0.24,101.5,19.99
44345,2020/01/03 22:50:00,,0.5,82.1,20.059999
44346,2020/01/03 23:00:00,,0.31,135.0,20.5
44347,2020/01/03 23:10:00,,0.37,126.0,20.24
44348,2020/01/03 23:20:00,,0.25,143.8,20.209999
44349,2020/01/03 23:30:00,,1.0,235.4,19.43
44350,2020/01/03 23:40:00,,0.48,203.6,19.219999
44351,2020/01/03 23:50:00,,0.0,151.0,19.17
44352,2020/01/04 00:00:00,,0.57,251.5,18.879999
44353,2020/01/04 00:10:00,,0.88,161.7,18.799999
44354,2020/01/04 00:20:00,,0.51,210.7,19.0
44355,2020/01/04 00:30:00,,0.59,253.1,19.0
44356,2020/01/04 00:40:00,,0.7,172.8,18.639999
44357,2020/01/04 00:50:00,,0.5,135.0,18.559999
44358,2020/01/04 01:00:00,,0.85,184.5,18.4
44359,2020/01/04 01:10:00,,0.55,154.7,18.73
44360,2020/01/04 01:20:00,,0.47,215.2,18.809999
44361,2020/01/04 01:30:00,,0.0,172.0,18.780001
44362,2020/01/04 01:40:00,,0.48,161.5,18.969999
44363,2020/01/04 01:50:00,,0.37,221.4,19.1
44364,2020/01/04 02:00:00,,0.27,198.7,18.860001
44365,2020/01/04 02:10:00,,0.91,85.6,18.219999
44366,2020/01/04 02:20:00,,0.37,57.5,18.030001
44367,2020/01/04 02:30:00,,0.38,45.1,18.15
44368,2020/01/04 02:40:00,,0.23,59.3,17.719999
44369,2020/01/04 02:50:00,,0.57,83.8,17.66
44370,2020/01/04 03:00:00,,0.5,71.6,17.59
44371,2020/01/04 03:10:00,,0.35,145.7,17.450001
44372,2020/01/04 03:20:00,,0.6,78.6,17.57
44373,2020/01/04 03:30:00,,0.88,71.6,17.540001
44374,2020/01/04 03:40:00,,0.84,61.1,17.379999
44375,2020/01/04 03:50:00,,0.6,25.3,17.35
44376,2020/01/04 04:00:00,,0.5,72.3,17.16
44377,2020/01/04 04:10:00,,0.55,78.6,16.959999
44378,2020/01/04 04:20:00,,0.73,68.1,16.98
44379,2020/01/04 04:30:00,,0.39,18.6,16.809999
44380,2020/01/04 04:40:00,,0.44,61.1,17.08
44381,2020/01/04 04:50:00,,0.0,82.1,16.99
44382,2020/01/04 05:00:00,,0.7,93.5,16.870001
44383,2020/01/04 05:10:00,,0.47,51.3,16.959999
44384,2020/01/04 05:20:00,,0.28,37.8,17.35
44385,2020/01/04 05:30:00,,0.52,352.8,17.549999
44386,2020/01/04 05:40:00,,0.23,82.1,17.469999
44387,2020/01/04 05:50:00,,1.03,76.2,17.35
44388,2020/01/04 06:00:00,,0.31,30.6,17.620001
44389,2020/01/04 06:10:00,,0.81,82.0,17.549999
44390,2020/01/04 06:20:00,,0.73,74.8,17.549999
44391,2020/01/04 06:30:00,,0.34,295.3,18.200001
44392,2020/01/04 06:40:00,,0.76,66.5,17.959999
44393,2020/01/04 06:50:00,,0.35,323.8,18.1
44394,2020/01/04 07:00:00,,0.0,251.5,17.76
44395,2020/01/04 07:10:00,,0.62,71.3,17.379999
44396,2020/01/04 07:20:00,,0.25,166.6,17.620001
44397,2020/01/04 07:30:00,,0.6,64.6,17.59
44398,2020/01/04 07:40:00,,0.89,107.7,17.84
44399,2020/01/04 07:50:00,,1.07,80.2,17.959999
44400,2020/01/04 08:00:00,,0.43,73.1,17.74
44401,2020/01/04 08:10:00,,0.58,43.1,17.66
44402,2020/01/04 08:20:00,,0.93,83.8,17.709999
44403,2020/01/04 08:30:00,,0.44,103.2,18.42
44404,2020/01/04 08:40:00,,0.25,251.5,18.23
44405,2020/01/04 08:50:00,,0.62,67.3,18.639999
44406,2020/01/04 09:00:00,,1.56,76.7,18.51
44407,2020/01/04 09:10:00,,0.3,99.7,19.77
44408,2020/01/04 09:20:00,,1.33,78.5,19.27
44409,2020/01/04 09:30:00,,0.71,20.8,20.719999
44410,2020/01/04 09:40:00,,0.42,45.0,20.110001
44411,2020/01/04 09:50:00,,0.75,102.3,20.280001
44412,2020/01/04 10:00:00,,0.72,43.1,20.690001
44413,2020/01/04 10:10:00,,0.71,90.0,21.0
44414,2020/01/04 10:20:00,,1.5,101.0,21.42
44415,2020/01/04 10:30:00,,1.86,103.0,21.42
44416,2020/01/04 10:40:00,,0.26,142.2,22.549999
44417,2020/01/04 10:50:00,,1.58,93.5,22.65
44418,2020/01/04 11:00:00,,1.28,90.0,21.75
44419,2020/01/04 11:10:00,,0.97,78.5,22.02
44420,2020/01/04 11:20:00,,1.17,30.3,22.530001
44421,2020/01/04 11:30:00,,1.75,76.1,22.48
44422,2020/01/04 11:40:00,,0.86,77.2,22.360001
44423,2020/01/04 11:50:00,,0.65,4.5,23.34
44424,2020/01/04 12:00:00,,1.21,134.3,22.74
44425,2020/01/04 12:10:00,,1.24,163.1,25.25
44426,2020/01/04 12:20:00,,1.29,111.7,23.08
44427,2020/01/04 12:30:00,,0.48,162.2,23.200001
44428,2020/01/04 12:40:00,,0.72,46.8,23.719999
44429,2020/01/04 12:50:00,,1.63,155.1,23.719999
44430,2020/01/04 13:00:00,,1.22,71.3,23.459999
44431,2020/01/04 13:10:00,,0.97,159.5,24.370001
44432,2020/01/04 13:20:00,,1.88,126.2,23.43
44433,2020/01/04 13:30:00,,0.99,195.1,23.889999
44434,2020/01/04 13:40:00,,0.9,167.5,23.41
44435,2020/01/04 13:50:00,,1.05,127.2,23.07
44436,2020/01/04 14:00:00,,1.72,108.6,23.290001
44437,2020/01/04 14:10:00,,0.82,154.6,24.73
44438,2020/01/04 14:20:00,,1.33,141.7,24.9
44439,2020/01/04 14:30:00,,1.81,163.1,23.48
44440,2020/01/04 14:40:00,,1.16,136.7,23.65
44441,2020/01/04 14:50:00,,0.64,176.3,24.469999
44442,2020/01/04 15:00:00,,0.94,110.7,24.129999
44443,2020/01/04 15:10:00,,1.7,184.4,23.77
44444,2020/01/04 15:20:00,,0.42,121.5,23.309999
44445,2020/01/04 15:30:00,,0.27,135.0,24.110001
44446,2020/01/04 15:40:00,,1.75,130.3,23.34
44447,2020/01/04 15:50:00,,1.52,123.2,22.76
44448,2020/01/04 16:00:00,,0.81,103.2,23.190001
44449,2020/01/04 16:10:00,,0.85,64.8,22.91
44450,2020/01/04 16:20:00,,1.07,144.7,23.43
44451,2020/01/04 16:30:00,,1.52,138.6,22.299999
44452,2020/01/04 16:40:00,,1.42,126.0,22.67
44453,2020/01/04 16:50:00,,0.43,90.7,22.059999
44454,2020/01/04 17:00:00,,0.44,298.9,22.24
44455,2020/01/04 17:10:00,,1.69,123.5,21.9
44456,2020/01/04 17:20:00,,1.75,111.1,21.34
44457,2020/01/04 17:30:00,,1.37,126.8,22.0
44458,2020/01/04 17:40:00,,1.07,108.3,21.389999
44459,2020/01/04 17:50:00,,1.63,118.7,21.34
44460,2020/01/04 18:00:00,,1.49,80.2,20.98
44461,2020/01/04 18:10:00,,0.96,90.0,20.91
44462,2020/01/04 18:20:00,,0.91,90.0,21.049999
44463,2020/01/04 18:30:00,,1.38,122.0,21.08
44464,2020/01/04 18:40:00,,0.79,93.5,20.82
44465,2020/01/04 18:50:00,,1.88,99.5,20.690001
44466,2020/01/04 19:00:00,,0.83,117.5,20.690001
44467,2020/01/04 19:10:00,,1.08,117.5,20.639999
44468,2020/01/04 19:20:00,,1.59,93.0,21.110001
44469,2020/01/04 19:30:00,,0.35,57.5,20.879999
44470,2020/01/04 19:40:00,,1.31,90.0,20.549999
44471,2020/01/04 19:50:00,,0.59,99.7,21.219999
44472,2020/01/04 20:00:00,,1.17,114.3,20.5
44473,2020/01/04 20:10:00,,1.27,111.7,20.98
44474,2020/01/04 20:20:00,,0.65,86.5,20.74
44475,2020/01/04 20:30:00,,1.53,90.8,20.360001
44476,2020/01/04 20:40:00,,0.63,105.1,20.379999
44477,2020/01/04 20:50:00,,0.69,105.1,20.290001
44478,2020/01/04 21:00:00,,1.27,93.5,20.309999
44479,2020/01/04 21:10:00,,0.55,86.5,20.360001
44480,2020/01/04 21:20:00,,0.86,98.7,20.33
44481,2020/01/04 21:30:00,,0.71,94.2,20.52
44482,2020/01/04 21:40:00,,0.54,122.5,20.469999
44483,2020/01/04 21:50:00,,0.58,86.5,20.110001
44484,2020/01/04 22:00:00,,0.69,109.1,20.6
44485,2020/01/04 22:10:00,,0.89,108.6,20.16
44486,2020/01/04 22:20:00,,1.09,118.8,20.59
44487,2020/01/04 22:30:00,,0.83,90.0,19.969999
44488,2020/01/04 22:40:00,,0.48,120.7,19.940001
44489,2020/01/04 22:50:00,,0.88,101.0,20.190001
44490,2020/01/04 23:00:00,,0.62,75.8,19.85
44491,2020/01/04 23:10:00,,0.66,129.5,19.889999
44492,2020/01/04 23:20:00,,0.97,108.3,20.190001
44493,2020/01/04 23:30:00,,0.59,103.2,20.07
44494,2020/01/04 23:40:00,,0.74,108.3,20.280001
44495,2020/01/04 23:50:00,,0.54,45.1,19.68
44496,2020/01/05 00:00:00,,0.45,94.3,19.68
44497,2020/01/05 00:10:00,,0.73,78.5,19.799999
44498,2020/01/05 00:20:00,,0.45,70.8,19.309999
44499,2020/01/05 00:30:00,,0.25,71.6,19.219999
44500,2020/01/05 00:40:00,,0.37,82.1,19.309999
44501,2020/01/05 00:50:00,,0.58,170.2,19.08
44502,2020/01/05 01:00:00,,0.0,179.1,19.219999
44503,2020/01/05 01:10:00,,0.0,136.7,19.139999
44504,2020/01/05 01:20:00,,0.2,127.7,19.219999
44505,2020/01/05 01:30:00,,0.26,140.3,19.27
44506,2020/01/05 01:40:00,,0.0,241.0,19.360001
44507,2020/01/05 01:50:00,,0.37,160.0,18.85
44508,2020/01/05 02:00:00,,0.36,37.8,18.83
44509,2020/01/05 02:10:00,,0.31,186.2,18.76
44510,2020/01/05 02:20:00,,0.94,150.6,18.51
44511,2020/01/05 02:30:00,,1.44,192.0,18.450001
44512,2020/01/05 02:40:00,,0.85,158.6,18.620001
44513,2020/01/05 02:50:00,,0.65,138.6,18.780001
44514,2020/01/05 03:00:00,,1.09,200.5,18.83
44515,2020/01/05 03:10:00,,0.42,175.6,18.860001
44516,2020/01/05 03:20:00,,0.4,179.1,18.860001
44517,2020/01/05 03:30:00,,0.34,200.0,18.969999
44518,2020/01/05 03:40:00,,0.34,200.0,18.969999
44519,2020/01/05 03:50:00,,0.34,200.0,18.969999
44520,2020/01/05 04:00:00,,0.69,230.5,19.219999
44521,2020/01/05 04:10:00,,0.61,242.0,19.190001
44522,2020/01/05 04:20:00,,0.92,218.7,19.48
44523,2020/01/05 04:30:00,,1.13,208.1,19.309999
44524,2020/01/05 04:40:00,,0.57,224.0,19.48
44525,2020/01/05 04:50:00,,0.68,213.4,19.66
44526,2020/01/05 05:00:00,,0.35,87.3,19.17
44527,2020/01/05 05:10:00,,0.24,18.6,19.32
44528,2020/01/05 05:20:00,,0.61,105.1,18.709999
44529,2020/01/05 05:30:00,,0.83,46.3,18.59
44530,2020/01/05 05:40:00,,0.65,79.3,18.440001
44531,2020/01/05 05:50:00,,0.62,71.3,18.540001
44532,2020/01/05 06:00:00,,0.7,45.0,18.52
44533,2020/01/05 06:10:00,,0.82,85.6,18.42
44534,2020/01/05 06:20:00,,0.62,78.5,18.370001
44535,2020/01/05 06:30:00,,0.56,45.8,18.73
44536,2020/01/05 06:40:00,,0.39,52.1,18.9
44537,2020/01/05 06:50:00,,0.37,135.0,18.559999
44538,2020/01/05 07:00:00,,0.0,71.8,18.639999
44539,2020/01/05 07:10:00,,0.45,289.0,18.389999
44540,2020/01/05 07:20:00,,0.22,29.0,18.780001
44541,2020/01/05 07:30:00,,0.0,90.0,18.74
44542,2020/01/05 07:40:00,,0.76,223.2,18.610001
44543,2020/01/05 07:50:00,,0.34,210.7,18.780001
44544,2020/01/05 08:00:00,,1.03,204.9,19.0
44545,2020/01/05 08:10:00,,1.83,205.9,18.639999
44546,2020/01/05 08:20:00,,0.82,179.1,18.950001
44547,2020/01/05 08:30:00,,0.95,215.5,18.780001
44548,2020/01/05 08:40:00,,0.53,60.1,18.83
44549,2020/01/05 08:50:00,,0.68,217.0,18.860001
44550,2020/01/05 09:00:00,,0.35,108.6,20.02
44551,2020/01/05 09:10:00,,1.4,199.2,19.700001
44552,2020/01/05 09:20:00,,0.21,277.9,20.209999
44553,2020/01/05 09:30:00,,1.0,332.8,19.700001
44554,2020/01/05 09:40:00,,1.12,335.5,19.25
44555,2020/01/05 09:50:00,,0.74,292.5,20.24
44556,2020/01/05 10:00:00,,0.55,99.7,20.74
44557,2020/01/05 10:10:00,,0.8,43.1,20.91
44558,2020/01/05 10:20:00,,0.43,62.8,20.809999
44559,2020/01/05 10:30:00,,1.16,298.9,21.18
44560,2020/01/05 10:40:00,,0.34,61.1,22.42
44561,2020/01/05 10:50:00,,0.69,315.0,22.35
44562,2020/01/05 11:00:00,,0.59,152.7,23.440001
44563,2020/01/05 11:10:00,,0.76,333.6,22.110001
44564,2020/01/05 11:20:00,,0.95,150.6,24.23
44565,2020/01/05 11:30:00,,0.62,197.7,24.82
44566,2020/01/05 11:40:00,,1.09,160.3,23.549999
44567,2020/01/05 11:50:00,,0.35,320.3,23.290001
44568,2020/01/05 12:00:00,,1.12,210.7,24.25
44569,2020/01/05 12:10:00,,0.74,120.7,23.799999
44570,2020/01/05 12:20:00,,0.27,154.6,23.530001
44571,2020/01/05 12:30:00,,0.52,41.3,26.559999
44572,2020/01/05 12:40:00,,1.99,213.4,24.200001
44573,2020/01/05 12:50:00,,1.38,156.3,23.889999
44574,2020/01/05 13:00:00,,0.85,218.7,23.91
44575,2020/01/05 13:10:00,,0.79,170.2,25.23
44576,2020/01/05 13:20:00,,1.87,211.2,25.139999
44577,2020/01/05 13:30:00,,0.58,187.1,24.370001
44578,2020/01/05 13:40:00,,1.06,202.2,24.59
44579,2020/01/05 13:50:00,,0.0,209.0,26.559999
44580,2020/01/05 14:00:00,,1.38,232.2,23.459999
44581,2020/01/05 14:10:00,,0.75,104.2,24.73
44582,2020/01/05 14:20:00,,1.1,171.5,24.32
44583,2020/01/05 14:30:00,,1.0,128.6,23.99
44584,2020/01/05 14:40:00,,0.56,30.6,25.780001
44585,2020/01/05 14:50:00,,1.55,225.5,24.469999
44586,2020/01/05 15:00:00,,1.86,172.0,24.18
44587,2020/01/05 15:10:00,,1.47,97.0,25.09
44588,2020/01/05 15:20:00,,1.73,160.6,24.280001
44589,2020/01/05 15:30:00,,2.05,153.0,24.23
44590,2020/01/05 15:40:00,,1.06,150.1,23.200001
44591,2020/01/05 15:50:00,,1.3,189.8,23.370001
44592,2020/01/05 16:00:00,,0.91,145.7,23.190001
44593,2020/01/05 16:10:00,,0.94,128.6,22.84
44594,2020/01/05 16:20:00,,0.5,9.8,22.18
44595,2020/01/05 16:30:00,,1.83,151.2,22.209999
44596,2020/01/05 16:40:00,,0.75,167.5,22.620001
44597,2020/01/05 16:50:00,,1.13,238.0,22.23
44598,2020/01/05 17:00:00,,1.83,162.3,21.559999
44599,2020/01/05 17:10:00,,0.33,99.7,22.18
44600,2020/01/05 17:20:00,,1.53,53.1,21.879999
44601,2020/01/05 17:30:00,,1.5,155.1,21.559999
44602,2020/01/05 17:40:00,,0.71,138.6,21.32
44603,2020/01/05 17:50:00,,2.2,149.2,21.030001
44604,2020/01/05 18:00:00,,0.66,341.3,21.35
44605,2020/01/05 18:10:00,,1.55,143.5,21.610001
44606,2020/01/05 18:20:00,,0.78,137.7,21.49
44607,2020/01/05 18:30:00,,1.05,79.3,21.0
44608,2020/01/05 18:40:00,,2.0,85.7,21.129999
44609,2020/01/05 18:50:00,,1.3,114.7,20.879999
44610,2020/01/05 19:00:00,,2.03,92.7,20.719999
44611,2020/01/05 19:10:00,,1.0,101.5,20.84
44612,2020/01/05 19:20:00,,1.36,57.1,20.77
44613,2020/01/05 19:30:00,,1.34,98.7,20.690001
44614,2020/01/05 19:40:00,,0.93,90.0,20.74
44615,2020/01/05 19:50:00,,1.27,81.6,20.59
44616,2020/01/05 20:00:00,,1.56,105.0,20.639999
44617,2020/01/05 20:10:00,,1.28,95.2,20.690001
44618,2020/01/05 20:20:00,,1.34,129.5,20.65
44619,2020/01/05 20:30:00,,0.77,68.3,20.76
44620,2020/01/05 20:40:00,,1.08,78.6,20.530001
44621,2020/01/05 20:50:00,,1.64,77.2,20.41
44622,2020/01/05 21:00:00,,0.81,133.1,20.5
44623,2020/01/05 21:10:00,,2.19,82.1,20.48
44624,2020/01/05 21:20:00,,1.23,86.1,20.309999
44625,2020/01/05 21:30:00,,0.41,59.3,20.74
44626,2020/01/05 21:40:00,,1.6,113.5,20.280001
44627,2020/01/05 21:50:00,,1.09,79.3,20.190001
44628,2020/01/05 22:00:00,,0.88,150.1,20.33
44629,2020/01/05 22:10:00,,0.68,113.5,20.280001
44630,2020/01/05 22:20:00,,0.62,134.1,21.08
44631,2020/01/05 22:30:00,,0.84,101.5,20.139999
44632,2020/01/05 22:40:00,,0.8,110.7,19.99
44633,2020/01/05 22:50:00,,0.8,108.6,20.23
44634,2020/01/05 23:00:00,,1.03,36.5,20.33
44635,2020/01/05 23:10:00,,1.02,105.1,20.18
44636,2020/01/05 23:20:00,,0.32,85.6,20.360001
44637,2020/01/05 23:30:00,,0.87,53.6,20.209999
44638,2020/01/05 23:40:00,,1.12,71.3,20.110001
44639,2020/01/05 23:50:00,,0.0,302.4,20.43
44640,2020/01/06 00:00:00,,0.97,113.1,20.0
44641,2020/01/06 00:10:00,,1.47,73.1,20.0
44642,2020/01/06 00:20:00,,0.87,134.1,19.969999
44643,2020/01/06 00:30:00,,0.81,86.5,20.110001
44644,2020/01/06 00:40:00,,0.85,78.5,19.889999
44645,2020/01/06 00:50:00,,0.89,97.8,19.85
44646,2020/01/06 01:00:00,,0.78,98.7,19.85
44647,2020/01/06 01:10:00,,0.57,97.8,19.889999
44648,2020/01/06 01:20:00,,0.69,94.2,19.73
44649,2020/01/06 01:30:00,,0.59,181.8,19.85
44650,2020/01/06 01:40:00,,0.5,130.3,19.75
44651,2020/01/06 01:50:00,,0.55,70.0,19.700001
44652,2020/01/06 02:00:00,,0.51,108.2,19.68
44653,2020/01/06 02:10:00,,0.71,71.8,19.73
44654,2020/01/06 02:20:00,,0.48,83.8,19.48
44655,2020/01/06 02:30:00,,0.64,72.3,19.360001
44656,2020/01/06 02:40:00,,0.72,74.1,18.85
44657,2020/01/06 02:50:00,,0.57,84.7,18.969999
44658,2020/01/06 03:00:00,,0.26,99.7,18.950001
44659,2020/01/06 03:10:00,,0.68,70.0,19.08
44660,2020/01/06 03:20:00,,0.84,72.3,19.139999
44661,2020/01/06 03:30:00,,0.92,69.1,19.049999
44662,2020/01/06 03:40:00,,0.32,37.8,19.049999
44663,2020/01/06 03:50:00,,0.5,67.3,19.08
44664,2020/01/06 04:00:00,,0.43,57.5,18.93
44665,2020/01/06 04:10:00,,0.42,57.6,18.969999
44666,2020/01/06 04:20:00,,0.71,45.1,19.139999
44667,2020/01/06 04:30:00,,0.75,89.2,19.0
44668,2020/01/06 04:40:00,,0.34,70.0,19.08
44669,2020/01/06 04:50:00,,0.63,69.1,19.309999
44670,2020/01/06 05:00:00,,0.49,67.3,19.139999
44671,2020/01/06 05:10:00,,0.43,280.5,19.17
44672,2020/01/06 05:20:00,,0.41,74.8,19.25
44673,2020/01/06 05:30:00,,0.32,96.1,19.440001
44674,2020/01/06 05:40:00,,0.6,64.6,19.389999
44675,2020/01/06 05:50:00,,0.78,57.6,19.200001
44676,2020/01/06 06:00:00,,0.6,88.2,19.27
44677,2020/01/06 06:10:00,,0.57,98.7,19.49
44678,2020/01/06 06:20:00,,0.83,64.8,19.219999
44679,2020/01/06 06:30:00,,0.63,90.7,19.219999
44680,2020/01/06 06:40:00,,0.34,151.0,19.08
44681,2020/01/06 06:50:00,,0.62,94.2,19.0
44682,2020/01/06 07:00:00,,0.0,18.6,19.540001
44683,2020/01/06 07:10:00,,0.32,85.6,19.200001
44684,2020/01/06 07:20:00,,0.68,25.3,19.34
44685,2020/01/06 07:30:00,,1.28,77.2,19.190001
44686,2020/01/06 07:40:00,,0.59,350.1,19.389999
44687,2020/01/06 07:50:00,,0.65,30.6,19.66
44688,2020/01/06 08:00:00,,0.92,74.8,19.389999
44689,2020/01/06 08:10:00,,1.12,72.3,19.49
44690,2020/01/06 08:20:00,,0.63,29.8,19.799999
44691,2020/01/06 08:30:00,,0.94,70.0,19.9
44692,2020/01/06 08:40:00,,0.97,111.7,20.290001
44693,2020/01/06 08:50:00,,0.53,223.2,20.110001
44694,2020/01/06 09:00:00,,0.65,122.5,20.690001
44695,2020/01/06 09:10:00,,1.25,101.8,20.379999
44696,2020/01/06 09:20:00,,0.98,72.3,20.91
44697,2020/01/06 09:30:00,,1.23,76.7,20.860001
44698,2020/01/06 09:40:00,,0.38,57.6,21.75
44699,2020/01/06 09:50:00,,1.62,103.2,20.860001
44700,2020/01/06 10:00:00,,0.86,109.1,21.17
44701,2020/01/06 10:10:00,,1.82,101.0,21.42
44702,2020/01/06 10:20:00,,1.12,58.5,21.27
44703,2020/01/06 10:30:00,,1.81,127.2,21.299999
44704,2020/01/06 10:40:00,,1.2,119.2,21.82
44705,2020/01/06 10:50:00,,0.72,189.8,21.75
44706,2020/01/06 11:00:00,,0.81,94.3,22.309999
44707,2020/01/06 11:10:00,,0.55,85.6,22.959999
44708,2020/01/06 11:20:00,,1.33,123.7,21.92
44709,2020/01/06 11:30:00,,2.28,71.6,21.780001
44710,2020/01/06 11:40:00,,1.56,93.8,22.35
44711,2020/01/06 11:50:00,,1.81,118.7,22.18
44712,2020/01/06 12:00:00,,2.46,91.8,22.58
44713,2020/01/06 12:10:00,,1.39,107.7,22.889999
44714,2020/01/06 12:20:00,,2.08,321.5,22.52
44715,2020/01/06 12:30:00,,2.16,60.5,22.790001
44716,2020/01/06 12:40:00,,2.43,56.3,23.799999
44717,2020/01/06 12:50:00,,1.23,78.6,23.32
44718,2020/01/06 13:00:00,,0.7,1.0,23.1
44719,2020/01/06 13:10:00,,1.37,164.7,23.43
44720,2020/01/06 13:20:00,,1.53,130.0,23.58
44721,2020/01/06 13:30:00,,2.15,85.7,23.91
44722,2020/01/06 13:40:00,,0.6,156.3,24.959999
44723,2020/01/06 13:50:00,,2.83,166.7,24.23
44724,2020/01/06 14:00:00,,0.0,230.5,24.459999
44725,2020/01/06 14:10:00,,1.98,75.0,23.77
44726,2020/01/06 14:20:00,,0.29,41.3,23.77
44727,2020/01/06 14:30:00,,1.07,67.8,24.73
44728,2020/01/06 14:40:00,,1.38,91.2,23.940001
44729,2020/01/06 14:50:00,,1.08,96.6,23.370001
44730,2020/01/06 15:00:00,,0.91,106.3,23.360001
44731,2020/01/06 15:10:00,,3.37,67.3,23.139999
44732,2020/01/06 15:20:00,,1.24,130.3,23.82
44733,2020/01/06 15:30:00,,1.78,72.5,22.879999
44734,2020/01/06 15:40:00,,3.46,91.2,23.02
44735,2020/01/06 15:50:00,,2.49,75.8,22.309999
44736,2020/01/06 16:00:00,,1.63,73.1,22.530001
44737,2020/01/06 16:10:00,,2.47,91.8,22.24
44738,2020/01/06 16:20:00,,2.06,129.7,22.48
44739,2020/01/06 16:30:00,,3.6,75.8,21.85
44740,2020/01/06 16:40:00,,2.56,94.3,21.65
44741,2020/01/06 16:50:00,,0.36,143.8,22.02
44742,2020/01/06 17:00:00,,0.56,160.0,21.35
44743,2020/01/06 17:10:00,,2.12,66.6,21.129999
44744,2020/01/06 17:20:00,,0.83,78.5,21.219999
44745,2020/01/06 17:30:00,,1.7,85.7,20.77
44746,2020/01/06 17:40:00,,1.3,91.7,20.57
44747,2020/01/06 17:50:00,,2.57,80.7,20.48
44748,2020/01/06 18:00:00,,0.89,58.5,20.549999
44749,2020/01/06 18:10:00,,1.66,53.6,20.16
44750,2020/01/06 18:20:00,,2.44,76.1,20.07
44751,2020/01/06 18:30:00,,0.85,64.6,19.99
44752,2020/01/06 18:40:00,,0.91,80.7,19.969999
44753,2020/01/06 18:50:00,,0.71,72.3,19.99
44754,2020/01/06 19:00:00,,1.28,86.5,19.889999
44755,2020/01/06 19:10:00,,0.68,101.3,20.16
44756,2020/01/06 19:20:00,,1.84,97.8,19.889999
44757,2020/01/06 19:30:00,,1.09,91.7,20.07
44758,2020/01/06 19:40:00,,1.0,105.1,19.799999
44759,2020/01/06 19:50:00,,0.43,78.5,19.889999
44760,2020/01/06 20:00:00,,1.28,108.2,19.870001
44761,2020/01/06 20:10:00,,0.9,106.3,19.799999
44762,2020/01/06 20:20:00,,0.88,71.6,19.85
44763,2020/01/06 20:30:00,,1.29,53.6,19.58
44764,2020/01/06 20:40:00,,1.13,98.0,19.889999
44765,2020/01/06 20:50:00,,0.92,84.2,19.85
44766,2020/01/06 21:00:00,,1.25,69.1,19.870001
44767,2020/01/06 21:10:00,,0.99,69.1,19.799999
