,LocalTime,Hum,WindSpeed,WindDir,Temp
0,2020-01-01 00:00:00,Nan,,,
1,2020-01-01 00:10:00,Nan,,,
2,2020-01-01 00:20:00,Nan,,,
3,2020-01-01 00:30:00,Nan,,,
4,2020-01-01 00:40:00,Nan,,,
5,2020-01-01 00:50:00,Nan,,,
6,2020-01-01 01:00:00,Nan,,,
7,2020-01-01 01:10:00,Nan,,,
8,2020-01-01 01:20:00,Nan,,,
9,2020-01-01 01:30:00,Nan,,,
10,2020-01-01 01:40:00,Nan,,,
11,2020-01-01 01:50:00,Nan,,,
12,2020-01-01 02:00:00,Nan,,,
13,2020-01-01 02:10:00,Nan,,,
14,2020-01-01 02:20:00,Nan,,,
15,2020-01-01 02:30:00,Nan,,,
16,2020-01-01 02:40:00,Nan,,,
17,2020-01-01 02:50:00,Nan,,,
18,2020-01-01 03:00:00,Nan,,,
19,2020-01-01 03:10:00,Nan,,,
20,2020-01-01 03:20:00,Nan,,,
21,2020-01-01 03:30:00,Nan,,,
22,2020-01-01 03:40:00,Nan,,,
23,2020-01-01 03:50:00,Nan,,,
24,2020-01-01 04:00:00,Nan,,,
25,2020-01-01 04:10:00,Nan,,,
26,2020-01-01 04:20:00,Nan,,,
27,2020-01-01 04:30:00,Nan,,,
28,2020-01-01 04:40:00,Nan,,,
29,2020-01-01 04:50:00,Nan,,,
30,2020-01-01 05:00:00,Nan,,,
31,2020-01-01 05:10:00,Nan,,,
32,2020-01-01 05:20:00,Nan,,,
33,2020-01-01 05:30:00,Nan,,,
34,2020-01-01 05:40:00,Nan,,,
35,2020-01-01 05:50:00,Nan,,,
36,2020-01-01 06:00:00,Nan,,,
37,2020-01-01 06:10:00,Nan,,,
38,2020-01-01 06:20:00,Nan,,,
39,2020-01-01 06:30:00,Nan,,,
40,2020-01-01 06:40:00,Nan,,,
41,2020-01-01 06:50:00,Nan,,,
42,2020-01-01 07:00:00,Nan,,,
43,2020-01-01 07:10:00,Nan,,,
44,2020-01-01 07:20:00,Nan,,,
45,2020-01-01 07:30:00,Nan,,,
46,2020-01-01 07:40:00,Nan,,,
47,2020-01-01 07:50:00,Nan,,,
48,2020-01-01 08:00:00,Nan,,,
49,2020-01-01 08:10:00,Nan,,,
50,2020-01-01 08:20:00,Nan,,,
51,2020-01-01 08:30:00,Nan,,,
52,2020-01-01 08:40:00,Nan,,,
53,2020-01-01 08:50:00,Nan,,,
54,2020-01-01 09:00:00,Nan,,,
55,2020-01-01 09:10:00,Nan,,,
56,2020-01-01 09:20:00,Nan,,,
57,2020-01-01 09:30:00,Nan,,,
58,2020-01-01 09:40:00,Nan,,,
59,2020-01-01 09:50:00,Nan,,,
60,2020-01-01 10:00:00,Nan,,,
61,2020-01-01 10:10:00,Nan,,,
62,2020-01-01 10:20:00,Nan,,,
63,2020-01-01 10:30:00,Nan,,,
64,2020-01-01 10:40:00,Nan,,,
65,2020-01-01 10:50:00,Nan,,,
66,2020-01-01 11:00:00,Nan,,,
67,2020-01-01 11:10:00,Nan,,,
68,2020-01-01 11:20:00,Nan,,,
69,2020-01-01 11:30:00,Nan,,,
70,2020-01-01 11:40:00,Nan,,,
71,2020-01-01 11:50:00,Nan,,,
72,2020-01-01 12:00:00,Nan,,,
73,2020-01-01 12:10:00,Nan,,,
74,2020-01-01 12:20:00,Nan,,,
75,2020-01-01 12:30:00,Nan,,,
76,2020-01-01 12:40:00,Nan,,,
77,2020-01-01 12:50:00,Nan,,,
78,2020-01-01 13:00:00,Nan,,,
79,2020-01-01 13:10:00,Nan,,,
80,2020-01-01 13:20:00,Nan,,,
81,2020-01-01 13:30:00,Nan,,,
82,2020-01-01 13:40:00,Nan,,,
83,2020-01-01 13:50:00,Nan,,,
84,2020-01-01 14:00:00,Nan,,,
85,2020-01-01 14:10:00,Nan,,,
86,2020-01-01 14:20:00,Nan,,,
87,2020-01-01 14:30:00,Nan,,,
88,2020-01-01 14:40:00,Nan,,,
89,2020-01-01 14:50:00,Nan,,,
90,2020-01-01 15:00:00,Nan,,,
91,2020-01-01 15:10:00,Nan,,,
92,2020-01-01 15:20:00,Nan,,,
93,2020-01-01 15:30:00,Nan,,,
94,2020-01-01 15:40:00,Nan,,,
95,2020-01-01 15:50:00,Nan,,,
96,2020-01-01 16:00:00,Nan,,,
97,2020-01-01 16:10:00,Nan,,,
98,2020-01-01 16:20:00,Nan,,,
99,2020-01-01 16:30:00,Nan,,,
100,2020-01-01 16:40:00,Nan,,,
101,2020-01-01 16:50:00,Nan,,,
102,2020-01-01 17:00:00,Nan,,,
103,2020-01-01 17:10:00,Nan,,,
104,2020-01-01 17:20:00,Nan,,,
105,2020-01-01 17:30:00,Nan,,,
106,2020-01-01 17:40:00,Nan,,,
107,2020-01-01 17:50:00,Nan,,,
108,2020-01-01 18:00:00,Nan,,,
109,2020-01-01 18:10:00,Nan,,,
110,2020-01-01 18:20:00,Nan,,,
111,2020-01-01 18:30:00,Nan,,,
112,2020-01-01 18:40:00,Nan,,,
113,2020-01-01 18:50:00,Nan,,,
114,2020-01-01 19:00:00,Nan,,,
115,2020-01-01 19:10:00,Nan,,,
116,2020-01-01 19:20:00,Nan,,,
117,2020-01-01 19:30:00,Nan,,,
118,2020-01-01 19:40:00,Nan,,,
119,2020-01-01 19:50:00,Nan,,,
120,2020-01-01 20:00:00,Nan,,,
121,2020-01-01 20:10:00,Nan,,,
122,2020-01-01 20:20:00,Nan,,,
123,2020-01-01 20:30:00,Nan,,,
124,2020-01-01 20:40:00,Nan,,,
125,2020-01-01 20:50:00,Nan,,,
126,2020-01-01 21:00:00,Nan,,,
127,2020-01-01 21:10:00,Nan,,,
128,2020-01-01 21:20:00,Nan,,,
129,2020-01-01 21:30:00,Nan,,,
130,2020-01-01 21:40:00,Nan,,,
131,2020-01-01 21:50:00,Nan,,,
132,2020-01-01 22:00:00,Nan,,,
133,2020-01-01 22:10:00,Nan,,,
134,2020-01-01 22:20:00,Nan,,,
135,2020-01-01 22:30:00,Nan,,,
136,2020-01-01 22:40:00,Nan,,,
137,2020-01-01 22:50:00,Nan,,,
138,2020-01-01 23:00:00,Nan,,,
139,2020-01-01 23:10:00,Nan,,,
140,2020-01-01 23:20:00,Nan,,,
141,2020-01-01 23:30:00,Nan,,,
142,2020-01-01 23:40:00,Nan,,,
143,2020-01-01 23:50:00,Nan,,,
144,2020-01-02 00:00:00,Nan,,,
145,2020-01-02 00:10:00,Nan,,,
146,2020-01-02 00:20:00,Nan,,,
147,2020-01-02 00:30:00,Nan,,,
148,2020-01-02 00:40:00,Nan,,,
149,2020-01-02 00:50:00,Nan,,,
150,2020-01-02 01:00:00,Nan,,,
151,2020-01-02 01:10:00,Nan,,,
152,2020-01-02 01:20:00,Nan,,,
153,2020-01-02 01:30:00,Nan,,,
154,2020-01-02 01:40:00,Nan,,,
155,2020-01-02 01:50:00,Nan,,,
156,2020-01-02 02:00:00,Nan,,,
157,2020-01-02 02:10:00,Nan,,,
158,2020-01-02 02:20:00,Nan,,,
159,2020-01-02 02:30:00,Nan,,,
160,2020-01-02 02:40:00,Nan,,,
161,2020-01-02 02:50:00,Nan,,,
162,2020-01-02 03:00:00,Nan,,,
163,2020-01-02 03:10:00,Nan,,,
164,2020-01-02 03:20:00,Nan,,,
165,2020-01-02 03:30:00,Nan,,,
166,2020-01-02 03:40:00,Nan,,,
167,2020-01-02 03:50:00,Nan,,,
168,2020-01-02 04:00:00,Nan,,,
169,2020-01-02 04:10:00,Nan,,,
170,2020-01-02 04:20:00,Nan,,,
171,2020-01-02 04:30:00,Nan,,,
172,2020-01-02 04:40:00,Nan,,,
173,2020-01-02 04:50:00,Nan,,,
174,2020-01-02 05:00:00,Nan,,,
175,2020-01-02 05:10:00,Nan,,,
176,2020-01-02 05:20:00,Nan,,,
177,2020-01-02 05:30:00,Nan,,,
178,2020-01-02 05:40:00,Nan,,,
179,2020-01-02 05:50:00,Nan,,,
180,2020-01-02 06:00:00,Nan,,,
181,2020-01-02 06:10:00,Nan,,,
182,2020-01-02 06:20:00,Nan,,,
183,2020-01-02 06:30:00,Nan,,,
184,2020-01-02 06:40:00,Nan,,,
185,2020-01-02 06:50:00,Nan,,,
186,2020-01-02 07:00:00,Nan,,,
187,2020-01-02 07:10:00,Nan,,,
188,2020-01-02 07:20:00,Nan,,,
189,2020-01-02 07:30:00,Nan,,,
190,2020-01-02 07:40:00,Nan,,,
191,2020-01-02 07:50:00,Nan,,,
192,2020-01-02 08:00:00,Nan,,,
193,2020-01-02 08:10:00,Nan,,,
194,2020-01-02 08:20:00,Nan,,,
195,2020-01-02 08:30:00,Nan,,,
196,2020-01-02 08:40:00,Nan,,,
197,2020-01-02 08:50:00,Nan,,,
198,2020-01-02 09:00:00,Nan,,,
199,2020-01-02 09:10:00,Nan,,,
200,2020-01-02 09:20:00,Nan,,,
201,2020-01-02 09:30:00,Nan,,,
202,2020-01-02 09:40:00,Nan,,,
203,2020-01-02 09:50:00,Nan,,,
204,2020-01-02 10:00:00,Nan,,,
205,2020-01-02 10:10:00,Nan,,,
206,2020-01-02 10:20:00,Nan,,,
207,2020-01-02 10:30:00,Nan,,,
208,2020-01-02 10:40:00,Nan,,,
209,2020-01-02 10:50:00,Nan,,,
210,2020-01-02 11:00:00,Nan,,,
211,2020-01-02 11:10:00,Nan,,,
212,2020-01-02 11:20:00,Nan,,,
213,2020-01-02 11:30:00,Nan,,,
214,2020-01-02 11:40:00,Nan,,,
215,2020-01-02 11:50:00,Nan,,,
216,2020-01-02 12:00:00,Nan,,,
217,2020-01-02 12:10:00,Nan,,,
218,2020-01-02 12:20:00,Nan,,,
219,2020-01-02 12:30:00,Nan,,,
220,2020-01-02 12:40:00,Nan,,,
221,2020-01-02 12:50:00,Nan,,,
222,2020-01-02 13:00:00,Nan,,,
223,2020-01-02 13:10:00,Nan,,,
224,2020-01-02 13:20:00,Nan,,,
225,2020-01-02 13:30:00,Nan,,,
226,2020-01-02 13:40:00,Nan,,,
227,2020-01-02 13:50:00,Nan,,,
228,2020-01-02 14:00:00,Nan,,,
229,2020-01-02 14:10:00,Nan,,,
230,2020-01-02 14:20:00,Nan,,,
231,2020-01-02 14:30:00,Nan,,,
232,2020-01-02 14:40:00,Nan,,,
233,2020-01-02 14:50:00,Nan,,,
234,2020-01-02 15:00:00,Nan,,,
235,2020-01-02 15:10:00,Nan,,,
236,2020-01-02 15:20:00,Nan,,,
237,2020-01-02 15:30:00,Nan,,,
238,2020-01-02 15:40:00,Nan,,,
239,2020-01-02 15:50:00,Nan,,,
240,2020-01-02 16:00:00,Nan,,,
241,2020-01-02 16:10:00,Nan,,,
242,2020-01-02 16:20:00,Nan,,,
243,2020-01-02 16:30:00,Nan,,,
244,2020-01-02 16:40:00,Nan,,,
245,2020-01-02 16:50:00,Nan,,,
246,2020-01-02 17:00:00,Nan,,,
247,2020-01-02 17:10:00,Nan,,,
248,2020-01-02 17:20:00,Nan,,,
249,2020-01-02 17:30:00,Nan,,,
250,2020-01-02 17:40:00,Nan,,,
251,2020-01-02 17:50:00,Nan,,,
252,2020-01-02 18:00:00,Nan,,,
253,2020-01-02 18:10:00,Nan,,,
254,2020-01-02 18:20:00,Nan,,,
255,2020-01-02 18:30:00,Nan,,,
256,2020-01-02 18:40:00,Nan,,,
257,2020-01-02 18:50:00,Nan,,,
258,2020-01-02 19:00:00,Nan,,,
259,2020-01-02 19:10:00,Nan,,,
260,2020-01-02 19:20:00,Nan,,,
261,2020-01-02 19:30:00,Nan,,,
262,2020-01-02 19:40:00,Nan,,,
263,2020-01-02 19:50:00,Nan,,,
264,2020-01-02 20:00:00,Nan,,,
265,2020-01-02 20:10:00,Nan,,,
266,2020-01-02 20:20:00,Nan,,,
267,2020-01-02 20:30:00,Nan,,,
268,2020-01-02 20:40:00,Nan,,,
269,2020-01-02 20:50:00,Nan,,,
270,2020-01-02 21:00:00,Nan,,,
271,2020-01-02 21:10:00,Nan,,,
272,2020-01-02 21:20:00,Nan,,,
273,2020-01-02 21:30:00,Nan,,,
274,2020-01-02 21:40:00,Nan,,,
275,2020-01-02 21:50:00,Nan,,,
276,2020-01-02 22:00:00,Nan,,,
277,2020-01-02 22:10:00,Nan,,,
278,2020-01-02 22:20:00,Nan,,,
279,2020-01-02 22:30:00,Nan,,,
280,2020-01-02 22:40:00,Nan,,,
281,2020-01-02 22:50:00,Nan,,,
282,2020-01-02 23:00:00,Nan,,,
283,2020-01-02 23:10:00,Nan,,,
284,2020-01-02 23:20:00,Nan,,,
285,2020-01-02 23:30:00,Nan,,,
286,2020-01-02 23:40:00,Nan,,,
287,2020-01-02 23:50:00,Nan,,,
288,2020-01-03 00:00:00,Nan,,,
289,2020-01-03 00:10:00,Nan,,,
290,2020-01-03 00:20:00,Nan,,,
291,2020-01-03 00:30:00,Nan,,,
292,2020-01-03 00:40:00,Nan,,,
293,2020-01-03 00:50:00,Nan,,,
294,2020-01-03 01:00:00,Nan,,,
295,2020-01-03 01:10:00,Nan,,,
296,2020-01-03 01:20:00,Nan,,,
297,2020-01-03 01:30:00,Nan,,,
298,2020-01-03 01:40:00,Nan,,,
299,2020-01-03 01:50:00,Nan,,,
300,2020-01-03 02:00:00,Nan,,,
301,2020-01-03 02:10:00,Nan,,,
302,2020-01-03 02:20:00,Nan,,,
303,2020-01-03 02:30:00,Nan,,,
304,2020-01-03 02:40:00,Nan,,,
305,2020-01-03 02:50:00,Nan,,,
306,2020-01-03 03:00:00,Nan,,,
307,2020-01-03 03:10:00,Nan,,,
308,2020-01-03 03:20:00,Nan,,,
309,2020-01-03 03:30:00,Nan,,,
310,2020-01-03 03:40:00,Nan,,,
311,2020-01-03 03:50:00,Nan,,,
312,2020-01-03 04:00:00,Nan,,,
313,2020-01-03 04:10:00,Nan,,,
314,2020-01-03 04:20:00,Nan,,,
315,2020-01-03 04:30:00,Nan,,,
316,2020-01-03 04:40:00,Nan,,,
317,2020-01-03 04:50:00,Nan,,,
318,2020-01-03 05:00:00,Nan,,,
319,2020-01-03 05:10:00,Nan,,,
320,2020-01-03 05:20:00,Nan,,,
321,2020-01-03 05:30:00,Nan,,,
322,2020-01-03 05:40:00,Nan,,,
323,2020-01-03 05:50:00,Nan,,,
324,2020-01-03 06:00:00,Nan,,,
325,2020-01-03 06:10:00,Nan,,,
326,2020-01-03 06:20:00,Nan,,,
327,2020-01-03 06:30:00,Nan,,,
328,2020-01-03 06:40:00,Nan,,,
329,2020-01-03 06:50:00,Nan,,,
330,2020-01-03 07:00:00,Nan,,,
331,2020-01-03 07:10:00,Nan,,,
332,2020-01-03 07:20:00,Nan,,,
333,2020-01-03 07:30:00,Nan,,,
334,2020-01-03 07:40:00,Nan,,,
335,2020-01-03 07:50:00,Nan,,,
336,2020-01-03 08:00:00,Nan,,,
337,2020-01-03 08:10:00,Nan,,,
338,2020-01-03 08:20:00,Nan,,,
339,2020-01-03 08:30:00,Nan,,,
340,2020-01-03 08:40:00,Nan,,,
341,2020-01-03 08:50:00,Nan,,,
342,2020-01-03 09:00:00,Nan,,,
343,2020-01-03 09:10:00,Nan,,,
344,2020-01-03 09:20:00,Nan,,,
345,2020-01-03 09:30:00,Nan,,,
346,2020-01-03 09:40:00,Nan,,,
347,2020-01-03 09:50:00,Nan,,,
348,2020-01-03 10:00:00,Nan,,,
349,2020-01-03 10:10:00,Nan,,,
350,2020-01-03 10:20:00,Nan,,,
351,2020-01-03 10:30:00,Nan,,,
352,2020-01-03 10:40:00,Nan,,,
353,2020-01-03 10:50:00,Nan,,,
354,2020-01-03 11:00:00,Nan,,,
355,2020-01-03 11:10:00,Nan,,,
356,2020-01-03 11:20:00,Nan,,,
357,2020-01-03 11:30:00,Nan,,,
358,2020-01-03 11:40:00,Nan,,,
359,2020-01-03 11:50:00,Nan,,,
360,2020-01-03 12:00:00,Nan,,,
361,2020-01-03 12:10:00,Nan,,,
362,2020-01-03 12:20:00,Nan,,,
363,2020-01-03 12:30:00,Nan,,,
364,2020-01-03 12:40:00,Nan,,,
365,2020-01-03 12:50:00,Nan,,,
366,2020-01-03 13:00:00,Nan,,,
367,2020-01-03 13:10:00,Nan,,,
368,2020-01-03 13:20:00,Nan,,,
369,2020-01-03 13:30:00,Nan,,,
370,2020-01-03 13:40:00,Nan,,,
371,2020-01-03 13:50:00,Nan,,,
372,2020-01-03 14:00:00,Nan,,,
373,2020-01-03 14:10:00,Nan,,,
374,2020-01-03 14:20:00,Nan,,,
375,2020-01-03 14:30:00,Nan,,,
376,2020-01-03 14:40:00,Nan,,,
377,2020-01-03 14:50:00,Nan,,,
378,2020-01-03 15:00:00,Nan,,,
379,2020-01-03 15:10:00,Nan,,,
380,2020-01-03 15:20:00,Nan,,,
381,2020-01-03 15:30:00,Nan,,,
382,2020-01-03 15:40:00,Nan,,,
383,2020-01-03 15:50:00,Nan,,,
384,2020-01-03 16:00:00,78.5,,,
385,2020-01-03 16:10:00,78.86,,,
386,2020-01-03 16:20:00,79.25,,,
387,2020-01-03 16:30:00,79.65,,,
388,2020-01-03 16:40:00,80.1,,,
389,2020-01-03 16:50:00,80.63,,,
390,2020-01-03 17:00:00,81.0,,,
391,2020-01-03 17:10:00,83.0,,,
392,2020-01-03 17:20:00,84.0,,,
393,2020-01-03 17:30:00,85.0,,,
394,2020-01-03 17:40:00,86.0,,,
395,2020-01-03 17:50:00,87.0,,,
396,2020-01-03 18:00:00,88.0,,,
397,2020-01-03 18:10:00,89.0,,,
398,2020-01-03 18:20:00,89.0,,,
399,2020-01-03 18:30:00,90.0,,,
400,2020-01-03 18:40:00,90.0,,,
401,2020-01-03 18:50:00,91.0,,,
402,2020-01-03 19:00:00,91.0,,,
403,2020-01-03 19:10:00,91.0,,,
404,2020-01-03 19:20:00,92.0,,,
405,2020-01-03 19:30:00,92.0,,,
406,2020-01-03 19:40:00,92.0,,,
407,2020-01-03 19:50:00,92.0,,,
408,2020-01-03 20:00:00,93.0,,,
409,2020-01-03 20:10:00,93.0,,,
410,2020-01-03 20:20:00,93.0,,,
411,2020-01-03 20:30:00,93.0,,,
412,2020-01-03 20:40:00,93.0,,,
413,2020-01-03 20:50:00,93.0,,,
414,2020-01-03 21:00:00,93.0,,,
415,2020-01-03 21:10:00,93.0,,,
416,2020-01-03 21:20:00,93.0,,,
417,2020-01-03 21:30:00,93.0,,,
418,2020-01-03 21:40:00,93.0,,,
419,2020-01-03 21:50:00,93.0,,,
420,2020-01-03 22:00:00,92.0,,,
421,2020-01-03 22:10:00,92.0,,,
422,2020-01-03 22:20:00,92.0,,,
423,2020-01-03 22:30:00,92.0,,,
424,2020-01-03 22:40:00,91.0,,,
425,2020-01-03 22:50:00,91.0,,,
426,2020-01-03 23:00:00,91.0,,,
427,2020-01-03 23:10:00,91.0,,,
428,2020-01-03 23:20:00,91.0,,,
429,2020-01-03 23:30:00,92.0,,,
430,2020-01-03 23:40:00,92.0,,,
431,2020-01-03 23:50:00,92.0,,,
432,2020-01-04 00:00:00,92.0,,,
433,2020-01-04 00:10:00,92.0,,,
434,2020-01-04 00:20:00,92.0,,,
435,2020-01-04 00:30:00,92.0,,,
436,2020-01-04 00:40:00,92.0,,,
437,2020-01-04 00:50:00,93.0,,,
438,2020-01-04 01:00:00,93.0,,,
439,2020-01-04 01:10:00,93.0,,,
440,2020-01-04 01:20:00,93.0,,,
441,2020-01-04 01:30:00,94.0,,,
442,2020-01-04 01:40:00,94.0,,,
443,2020-01-04 01:50:00,94.0,,,
444,2020-01-04 02:00:00,94.0,,,
445,2020-01-04 02:10:00,94.0,,,
446,2020-01-04 02:20:00,94.0,,,
447,2020-01-04 02:30:00,94.0,,,
448,2020-01-04 02:40:00,94.0,,,
449,2020-01-04 02:50:00,95.0,,,
450,2020-01-04 03:00:00,95.0,,,
451,2020-01-04 03:10:00,95.0,,,
452,2020-01-04 03:20:00,95.0,,,
453,2020-01-04 03:30:00,95.0,,,
454,2020-01-04 03:40:00,95.0,,,
455,2020-01-04 03:50:00,95.0,,,
456,2020-01-04 04:00:00,95.0,,,
457,2020-01-04 04:10:00,96.0,,,
458,2020-01-04 04:20:00,96.0,,,
459,2020-01-04 04:30:00,96.0,,,
460,2020-01-04 04:40:00,96.0,,,
461,2020-01-04 04:50:00,96.0,,,
462,2020-01-04 05:00:00,96.0,,,
463,2020-01-04 05:10:00,96.0,,,
464,2020-01-04 05:20:00,96.0,,,
465,2020-01-04 05:30:00,96.0,,,
466,2020-01-04 05:40:00,97.0,,,
467,2020-01-04 05:50:00,97.0,,,
468,2020-01-04 06:00:00,97.0,,,
469,2020-01-04 06:10:00,97.0,,,
470,2020-01-04 06:20:00,97.0,,,
471,2020-01-04 06:30:00,97.0,,,
472,2020-01-04 06:40:00,97.0,,,
473,2020-01-04 06:50:00,97.0,,,
474,2020-01-04 07:00:00,97.0,,,
475,2020-01-04 07:10:00,97.0,,,
476,2020-01-04 07:20:00,97.0,,,
477,2020-01-04 07:30:00,97.0,,,
478,2020-01-04 07:40:00,97.0,,,
479,2020-01-04 07:50:00,97.0,,,
480,2020-01-04 08:00:00,97.0,,,
481,2020-01-04 08:10:00,97.0,,,
482,2020-01-04 08:20:00,97.0,,,
483,2020-01-04 08:30:00,97.0,,,
484,2020-01-04 08:40:00,97.0,,,
485,2020-01-04 08:50:00,97.0,,,
486,2020-01-04 09:00:00,98.0,,,
487,2020-01-04 09:10:00,98.0,,,
488,2020-01-04 09:20:00,98.0,,,
489,2020-01-04 09:30:00,98.0,,,
490,2020-01-04 09:40:00,98.0,,,
491,2020-01-04 09:50:00,98.0,,,
492,2020-01-04 10:00:00,98.0,,,
493,2020-01-04 10:10:00,98.0,,,
494,2020-01-04 10:20:00,98.0,,,
495,2020-01-04 10:30:00,98.0,,,
496,2020-01-04 10:40:00,97.0,,,
497,2020-01-04 10:50:00,97.0,,,
498,2020-01-04 11:00:00,94.0,,,
499,2020-01-04 11:10:00,91.0,,,
500,2020-01-04 11:20:00,89.0,,,
501,2020-01-04 11:30:00,85.0,,,
502,2020-01-04 11:40:00,83.0,,,
503,2020-01-04 11:50:00,81.0,,,
504,2020-01-04 12:00:00,80.0,,,
505,2020-01-04 12:10:00,78.0,,,
506,2020-01-04 12:20:00,78.0,,,
507,2020-01-04 12:30:00,78.0,,,
508,2020-01-04 12:40:00,76.74,,,
509,2020-01-04 12:50:00,76.07,,,
510,2020-01-04 13:00:00,75.43,,,
511,2020-01-04 13:10:00,77.0,,,
512,2020-01-04 13:20:00,76.93,,,
513,2020-01-04 13:30:00,76.82,,,
514,2020-01-04 13:40:00,76.71,,,
515,2020-01-04 13:50:00,78.0,,,
516,2020-01-04 14:00:00,79.0,,,
517,2020-01-04 14:10:00,79.0,,,
518,2020-01-04 14:20:00,78.0,,,
519,2020-01-04 14:30:00,77.0,,,
520,2020-01-04 14:40:00,77.0,,,
521,2020-01-04 14:50:00,76.9,,,
522,2020-01-04 15:00:00,76.94,,,
523,2020-01-04 15:10:00,76.88,,,
524,2020-01-04 15:20:00,78.0,,,
525,2020-01-04 15:30:00,79.0,,,
526,2020-01-04 15:40:00,80.0,,,
527,2020-01-04 15:50:00,79.0,,,
528,2020-01-04 16:00:00,79.0,,,
529,2020-01-04 16:10:00,80.0,,,
530,2020-01-04 16:20:00,81.0,,,
531,2020-01-04 16:30:00,81.0,,,
532,2020-01-04 16:40:00,82.0,,,
533,2020-01-04 16:50:00,83.0,,,
534,2020-01-04 17:00:00,84.0,,,
535,2020-01-04 17:10:00,85.0,,,
536,2020-01-04 17:20:00,86.0,,,
537,2020-01-04 17:30:00,86.0,,,
538,2020-01-04 17:40:00,87.0,,,
539,2020-01-04 17:50:00,88.0,,,
540,2020-01-04 18:00:00,89.0,,,
541,2020-01-04 18:10:00,89.0,,,
542,2020-01-04 18:20:00,90.0,,,
543,2020-01-04 18:30:00,91.0,,,
544,2020-01-04 18:40:00,91.0,,,
545,2020-01-04 18:50:00,91.0,,,
546,2020-01-04 19:00:00,92.0,,,
547,2020-01-04 19:10:00,92.0,,,
548,2020-01-04 19:20:00,92.0,,,
549,2020-01-04 19:30:00,92.0,,,
550,2020-01-04 19:40:00,92.0,,,
551,2020-01-04 19:50:00,93.0,,,
552,2020-01-04 20:00:00,93.0,,,
553,2020-01-04 20:10:00,93.0,,,
554,2020-01-04 20:20:00,93.0,,,
555,2020-01-04 20:30:00,93.0,,,
556,2020-01-04 20:40:00,93.0,,,
557,2020-01-04 20:50:00,93.0,,,
558,2020-01-04 21:00:00,93.0,,,
559,2020-01-04 21:10:00,93.0,,,
560,2020-01-04 21:20:00,93.0,,,
561,2020-01-04 21:30:00,93.0,,,
562,2020-01-04 21:40:00,93.0,,,
563,2020-01-04 21:50:00,93.0,,,
564,2020-01-04 22:00:00,93.0,,,
565,2020-01-04 22:10:00,94.0,,,
566,2020-01-04 22:20:00,94.0,,,
567,2020-01-04 22:30:00,94.0,,,
568,2020-01-04 22:40:00,94.0,,,
569,2020-01-04 22:50:00,94.0,,,
570,2020-01-04 23:00:00,94.0,,,
571,2020-01-04 23:10:00,94.0,,,
572,2020-01-04 23:20:00,94.0,,,
573,2020-01-04 23:30:00,94.0,,,
574,2020-01-04 23:40:00,94.0,,,
575,2020-01-04 23:50:00,94.0,,,
576,2020-01-05 00:00:00,94.0,,,
577,2020-01-05 00:10:00,94.0,,,
578,2020-01-05 00:20:00,94.0,,,
579,2020-01-05 00:30:00,94.0,,,
580,2020-01-05 00:40:00,94.0,,,
581,2020-01-05 00:50:00,94.04,,,
582,2020-01-05 01:00:00,94.14,,,
583,2020-01-05 01:10:00,94.25,,,
584,2020-01-05 01:20:00,94.39,,,
585,2020-01-05 01:30:00,94.54,,,
586,2020-01-05 01:40:00,94.7,,,
587,2020-01-05 01:50:00,Nan,,,
588,2020-01-05 02:00:00,Nan,,,
589,2020-01-05 02:10:00,Nan,,,
590,2020-01-05 02:20:00,Nan,,,
591,2020-01-05 02:30:00,Nan,,,
592,2020-01-05 02:40:00,Nan,,,
593,2020-01-05 02:50:00,Nan,,,
594,2020-01-05 03:00:00,Nan,,,
595,2020-01-05 03:10:00,Nan,,,
596,2020-01-05 03:20:00,Nan,,,
597,2020-01-05 03:30:00,Nan,,,
598,2020-01-05 03:40:00,Nan,,,
599,2020-01-05 03:50:00,Nan,,,
600,2020-01-05 04:00:00,Nan,,,
601,2020-01-05 04:10:00,Nan,,,
602,2020-01-05 04:20:00,Nan,,,
603,2020-01-05 04:30:00,Nan,,,
604,2020-01-05 04:40:00,Nan,,,
605,2020-01-05 04:50:00,Nan,,,
606,2020-01-05 05:00:00,Nan,,,
607,2020-01-05 05:10:00,Nan,,,
608,2020-01-05 05:20:00,Nan,,,
609,2020-01-05 05:30:00,Nan,,,
610,2020-01-05 05:40:00,Nan,,,
611,2020-01-05 05:50:00,Nan,,,
612,2020-01-05 06:00:00,Nan,,,
613,2020-01-05 06:10:00,Nan,,,
614,2020-01-05 06:20:00,Nan,,,
615,2020-01-05 06:30:00,Nan,,,
616,2020-01-05 06:40:00,Nan,,,
617,2020-01-05 06:50:00,Nan,,,
618,2020-01-05 07:00:00,Nan,,,
619,2020-01-05 07:10:00,Nan,,,
620,2020-01-05 07:20:00,Nan,,,
621,2020-01-05 07:30:00,Nan,,,
622,2020-01-05 07:40:00,Nan,,,
623,2020-01-05 07:50:00,Nan,,,
624,2020-01-05 08:00:00,Nan,,,
625,2020-01-05 08:10:00,Nan,,,
626,2020-01-05 08:20:00,Nan,,,
627,2020-01-05 08:30:00,Nan,,,
628,2020-01-05 08:40:00,Nan,,,
629,2020-01-05 08:50:00,Nan,,,
630,2020-01-05 09:00:00,Nan,,,
631,2020-01-05 09:10:00,Nan,,,
632,2020-01-05 09:20:00,Nan,,,
633,2020-01-05 09:30:00,Nan,,,
634,2020-01-05 09:40:00,Nan,,,
